,EPPO_CODE,preferred_name,synonym,ds_language,pivot,EFSA_PHT
510,LOPLJA,Lopholeucaspis japonica,nasi-siro-nagakaigaramusi,ja,nasi-siro-nagakaigaramusi,LopholeucaspisJaponica-PHT
511,LOPLJA,Lopholeucaspis japonica,ナシシロナガカイガラムシ,ja,ナシシロナガカイガラムシ,LopholeucaspisJaponica-PHT
512,LOPLJA,Lopholeucaspis japonica,Японская палочковидная щитовка,ru,японская палочковидная щитовка,LopholeucaspisJaponica-PHT
513,LIRISA,Liriomyza sativae,cabbage leaf miner,en,cabbage leaf miner,LiriomyzaSativae-PHT
514,LIRISA,Liriomyza sativae,leaf miner of vegetables,en,leaf miner of vegetables,LiriomyzaSativae-PHT
515,LIRISA,Liriomyza sativae,serpentine vegetable leaf miner,en,serpentine vegetable leaf miner,LiriomyzaSativae-PHT
516,LIRISA,Liriomyza sativae,tomato leaf miner,en,tomato leaf miner,LiriomyzaSativae-PHT
517,LIRISA,Liriomyza sativae,vegetable leaf miner,en,vegetable leaf miner,LiriomyzaSativae-PHT
518,LIRISA,Liriomyza sativae,minador de la higuerilla,es,minador de la higuerilla,LiriomyzaSativae-PHT
519,HYROBO,Listronotus bonariensis,Argentine stem weevil,en,argentine stem weevil,ListronotusBonariensis-PHT
520,HYROBO,Listronotus bonariensis,wheat stem weevil,en,wheat stem weevil,ListronotusBonariensis-PHT
521,HYROBO,Listronotus bonariensis,charançon argentin des tiges,fr,charançon argentin des tiges,ListronotusBonariensis-PHT
522,MARGPR,Margarodes prieskaensis,ground pearls,en,ground pearls,MargarodesPrieskaensis-PHT
525,MARGPR,Margarodes prieskaensis,ground pearls,en,ground pearls,MargarodesVitis-PHT
528,MARGPR,Margarodes prieskaensis,ground pearls,en,ground pearls,MargarodesVredendalensis-PHT
531,MARGVI,Margarodes vitis,ground pearls,en,ground pearls,MargarodesPrieskaensis-PHT
534,MARGVI,Margarodes vitis,ground pearls,en,ground pearls,MargarodesVitis-PHT
537,MARGVI,Margarodes vitis,ground pearls,en,ground pearls,MargarodesVredendalensis-PHT
540,MARGVR,Margarodes vredendalensis,ground pearls,en,ground pearls,MargarodesPrieskaensis-PHT
543,MARGVR,Margarodes vredendalensis,ground pearls,en,ground pearls,MargarodesVitis-PHT
546,MARGVR,Margarodes vredendalensis,ground pearls,en,ground pearls,MargarodesVredendalensis-PHT
549,MARGPR,Margarodes prieskaensis,margarodes,en,margarodes,MargarodesPrieskaensis-PHT
552,MARGPR,Margarodes prieskaensis,margarodes,en,margarodes,MargarodesVitis-PHT
555,MARGPR,Margarodes prieskaensis,margarodes,en,margarodes,MargarodesVredendalensis-PHT
558,MARGVI,Margarodes vitis,margarodes,en,margarodes,MargarodesPrieskaensis-PHT
561,MARGVI,Margarodes vitis,margarodes,en,margarodes,MargarodesVitis-PHT
564,MARGVI,Margarodes vitis,margarodes,en,margarodes,MargarodesVredendalensis-PHT
567,MARGVR,Margarodes vredendalensis,margarodes,en,margarodes,MargarodesPrieskaensis-PHT
570,MARGVR,Margarodes vredendalensis,margarodes,en,margarodes,MargarodesVitis-PHT
573,MARGVR,Margarodes vredendalensis,margarodes,en,margarodes,MargarodesVredendalensis-PHT
576,MARGPR,Margarodes prieskaensis,perles de terre,fr,perles de terre,MargarodesPrieskaensis-PHT
579,MARGPR,Margarodes prieskaensis,perles de terre,fr,perles de terre,MargarodesVitis-PHT
582,MARGPR,Margarodes prieskaensis,perles de terre,fr,perles de terre,MargarodesVredendalensis-PHT
585,MARGVI,Margarodes vitis,perles de terre,fr,perles de terre,MargarodesPrieskaensis-PHT
588,MARGVI,Margarodes vitis,perles de terre,fr,perles de terre,MargarodesVitis-PHT
591,MARGVI,Margarodes vitis,perles de terre,fr,perles de terre,MargarodesVredendalensis-PHT
594,MARGVR,Margarodes vredendalensis,perles de terre,fr,perles de terre,MargarodesPrieskaensis-PHT
597,MARGVR,Margarodes vredendalensis,perles de terre,fr,perles de terre,MargarodesVitis-PHT
600,MARGVR,Margarodes vredendalensis,perles de terre,fr,perles de terre,MargarodesVredendalensis-PHT
603,MARGVI,Margarodes vitis,cochenille des vignes,fr,cochenille des vignes,MargarodesVitis-PHT
604,MARGVI,Margarodes vitis,cochenille du Chili,fr,cochenille du chili,MargarodesVitis-PHT
605,MARGVI,Margarodes vitis,margarodes de la vid,es,margarodes de la vid,MargarodesPrieskaensis-PHT
606,MARGVI,Margarodes vitis,margarodes de la vid,es,margarodes de la vid,MargarodesVitis-PHT
608,MARGVI,Margarodes vitis,margarodes de la vid,es,margarodes de la vid,MargarodesVredendalensis-PHT
609,MARGVI,Margarodes vitis,perla de terra,es,perla de terra,MargarodesVitis-PHT
610,MARGVI,Margarodes vitis,Южноамериканский виноградный червец,ru,южноамериканский виноградный червец,MargarodesVitis-PHT
611,MYNDCR,Haplaxius crudus,American palm cixiid,en,american palm cixiid,HaplaxiusCrudus-PHT
612,MYNDCR,Haplaxius crudus,pallid cane leafhopper,en,pallid cane leafhopper,HaplaxiusCrudus-PHT
613,GRAGLE,Naupactus leucoloma,white-fringed beetle,en,white-fringed beetle,NaupactusLeucolomaBoheman-PHT
614,GRAGLE,Naupactus leucoloma,white-fringed weevil,en,white-fringed weevil,NaupactusLeucolomaBoheman-PHT
615,GRAGLE,Naupactus leucoloma,gorgojo de la alfalfa,es,gorgojo de la alfalfa,NaupactusLeucolomaBoheman-PHT
616,GRAGLE,Naupactus leucoloma,gorgulho argentino,es,gorgulho argentino,NaupactusLeucolomaBoheman-PHT
617,NEOLEL,Neoleucinodes elegantalis,cocona fruit borer,en,cocona fruit borer,NeoleucinodesElegantalis-PHT
618,NEOLEL,Neoleucinodes elegantalis,eggplant moth,en,eggplant moth,NeoleucinodesElegantalis-PHT
619,NEOLEL,Neoleucinodes elegantalis,small tomato borer,en,small tomato borer,NeoleucinodesElegantalis-PHT
620,NEOLEL,Neoleucinodes elegantalis,tomato fruit borer,en,tomato fruit borer,NeoleucinodesElegantalis-PHT
621,NEOLEL,Neoleucinodes elegantalis,petit foreur de la tomate,fr,petit foreur de la tomate,NeoleucinodesElegantalis-PHT
622,NEOLEL,Neoleucinodes elegantalis,barrenador del tomate,es,barrenador del tomate,NeoleucinodesElegantalis-PHT
623,NEOLEL,Neoleucinodes elegantalis,gusano del tomate de arbol,es,gusano del tomate de arbol,NeoleucinodesElegantalis-PHT
624,NEOLEL,Neoleucinodes elegantalis,pasador del fruto del tomate,es,pasador del fruto del tomate,NeoleucinodesElegantalis-PHT
625,NEOLEL,Neoleucinodes elegantalis,pasador del fruto de lulo,es,pasador del fruto de lulo,NeoleucinodesElegantalis-PHT
626,NEOLEL,Neoleucinodes elegantalis,perforador del fruto del tomate,es,perforador del fruto del tomate,NeoleucinodesElegantalis-PHT
627,NEOLEL,Neoleucinodes elegantalis,perforador del fruto de solanacaceas,es,perforador del fruto de solanacaceas,NeoleucinodesElegantalis-PHT
628,OEMOHI,Oemona hirta,lemon tree borer,en,lemon tree borer,OemonaHirta-PHT
629,OLIGPD,Oligonychus perditus,byakushin-hadani,ja,byakushin-hadani,OligonychusPerditus-PHT
630,PISOFA,Pissodes fasciatus,Douglas-fir weevil,en,douglas-fir weevil,PissodesFasciatus-PHT
631,PISONE,Pissodes nemorensis,deodar weevil,en,deodar weevil,PissodesNemorensis-PHT
632,PISONE,Pissodes nemorensis,northern pine weevil,en,northern pine weevil,PissodesNemorensis-PHT
633,PISONI,Pissodes nitidus,yellow-spotted pine weevil,en,yellow-spotted pine weevil,PissodesNitidus-PHT
634,PISONI,Pissodes nitidus,charançon brillant,fr,charançon brillant,PissodesNitidus-PHT
635,PISONI,Pissodes nitidus,matu-kibosi-zomusi,ja,matu-kibosi-zomusi,PissodesNitidus-PHT
636,PISOST,Pissodes strobi,sitka-spruce weevil,en,sitka-spruce weevil,PissodesStrobi-PHT
637,PISOST,Pissodes strobi,white-pine weevil,en,white-pine weevil,PissodesStrobi-PHT
638,PISOST,Pissodes strobi,Sitkafichtenrüssler,de,sitkafichtenrüssler,PissodesStrobi-PHT
639,PISOST,Pissodes strobi,starkrüsseliger Kiefernrüssler,de,starkrüsseliger kiefernrüssler,PissodesStrobi-PHT
640,PISOST,Pissodes strobi,Weymouthskiefernrüsselkäfer,de,weymouthskiefernrüsselkäfer,PissodesStrobi-PHT
641,PISOST,Pissodes strobi,charançon de l'épinette de Sitka,fr,charançon de l'épinette de sitka,PissodesStrobi-PHT
642,PISOST,Pissodes strobi,charançon du pin blanc,fr,charançon du pin blanc,PissodesStrobi-PHT
643,PISOST,Pissodes strobi,charançon du pin Weymouth,fr,charançon du pin weymouth,PissodesStrobi-PHT
644,PISOST,Pissodes strobi,gorgojo del pino de Weymouth,es,gorgojo del pino de weymouth,DendroctonusFrontalis-PHT
645,PISOST,Pissodes strobi,gorgojo del pino de Weymouth,es,gorgojo del pino de weymouth,PissodesStrobi-PHT
646,PISOST,Pissodes strobi,pissode del pino Weymouth,it,pissode del pino weymouth,PissodesStrobi-PHT
647,PISOYU,Pissodes yunnanensis,Yunnan pine weevil,en,yunnan pine weevil,PissodesYunnanensis-PHT
648,POLGPR,Polygraphus proximus,four-eyed fir bark beetle,en,four-eyed fir bark beetle,PolygraphusProximus-PHT
650,POLGPR,Polygraphus proximus,Sachalintannenborkenkäfer,de,sachalintannenborkenkäfer,PolygraphusProximus-PHT
651,POLGPR,Polygraphus proximus,Sachalintannenborkenkäfer,de,sachalintannenborkenkäfer,ScolytusMorawitzi-PHT
652,POLGPR,Polygraphus proximus,polygraphe du sapin de Maries,fr,polygraphe du sapin de maries,PolygraphusProximus-PHT
653,POLGPR,Polygraphus proximus,polygraphe du sapin de Maries,fr,polygraphe du sapin de maries,ScolytusMorawitzi-PHT
654,POLGPR,Polygraphus proximus,トドマツキクイムｊシ,ja,トドマツキクイムｊシ,ScolytusMorawitzi-PHT
655,POLGPR,Polygraphus proximus,yссурийскоий полиграф,ru,yссурийскоий полиграф,PolygraphusProximus-PHT
656,POLGPR,Polygraphus proximus,yссурийскоий полиграф,ru,yссурийскоий полиграф,ScolytusMorawitzi-PHT
657,POLGPR,Polygraphus proximus,пихтовый полиграф,ru,пихтовый полиграф,PolygraphusProximus-PHT
658,POLGPR,Polygraphus proximus,пихтовый полиграф,ru,пихтовый полиграф,ScolytusMorawitzi-PHT
659,POLGPR,Polygraphus proximus,Уссурийский полиграф,ru,уссурийский полиграф,PolygraphusProximus-PHT
660,PSDPMI,Pseudopityophthorus minutissimus,oak bark beetle,en,oak bark beetle,PseudopityophthorusMinutissimus-PHT
662,PSDPMI,Pseudopityophthorus minutissimus,oak bark beetle,en,oak bark beetle,PseudopityophthorusPruinosus-PHT
664,PSDPPR,Pseudopityophthorus pruinosus,oak bark beetle,en,oak bark beetle,PseudopityophthorusMinutissimus-PHT
666,PSDPPR,Pseudopityophthorus pruinosus,oak bark beetle,en,oak bark beetle,PseudopityophthorusPruinosus-PHT
668,RHIOHI,Ripersiella hibisci,root mealybug,en,root mealybug,RhizoecusHibisci-PHT
669,RHIOHI,Ripersiella hibisci,Гибискусовый корневой червец,ru,гибискусовый корневой червец,RhizoecusHibisci-PHT
670,RHYCPA,Rhynchophorus palmarum,palm marrow weevil,en,palm marrow weevil,RhynchophorusPalmarum-PHT
674,RHYCPA,Rhynchophorus palmarum,palm weevil,en,palm weevil,RhynchophorusPalmarum-PHT
675,RHYCPA,Rhynchophorus palmarum,South American palm weevil,en,south american palm weevil,RhynchophorusPalmarum-PHT
676,RHYCPA,Rhynchophorus palmarum,neotropischer Palmenrüssler,de,neotropischer palmenrüssler,RhynchophorusPalmarum-PHT
677,RHYCPA,Rhynchophorus palmarum,charançon du palmier,fr,charançon du palmier,RhynchophorusPalmarum-PHT
678,RHYCPA,Rhynchophorus palmarum,gorgojo prieto de la palma,es,gorgojo prieto de la palma,RhynchophorusPalmarum-PHT
679,RHYCPA,Rhynchophorus palmarum,mayate prieto del cocotero,es,mayate prieto del cocotero,RhynchophorusPalmarum-PHT
680,RHYCPA,Rhynchophorus palmarum,picudo negro de la palma,es,picudo negro de la palma,RhynchophorusPalmarum-PHT
681,SAPECN,Saperda candida,Rundköpfiger Apfelbaumbohrer,de,rundköpfiger apfelbaumbohrer,SaperdaCandida-PHT
682,SAPECN,Saperda candida,saperde du pommier,fr,saperde du pommier,SaperdaCandida-PHT
683,SAPECN,Saperda candida,barrenador de tallos,es,barrenador de tallos,SaperdaCandida-PHT
684,SAPECN,Saperda candida,Яблоневый круглоголовый усач-скрипун,ru,яблоневый круглоголовый усач-скрипун,SaperdaCandida-PHT
685,SCITAU,Scirtothrips aurantii,South African citrus thrips,en,south african citrus thrips,ScirtothripsAurantii-PHT
686,SCITAU,Scirtothrips aurantii,Zitrusblasenfuß,de,zitrusblasenfuß,ScirtothripsAurantii-PHT
687,SCITAU,Scirtothrips aurantii,thrips sud-africain des agrumes,fr,thrips sud-africain des agrumes,ScirtothripsAurantii-PHT
688,SCITCI,Scirtothrips citri,California citrus thrips,en,california citrus thrips,ScirtothripsCitri-PHT
689,SCITCI,Scirtothrips citri,citrus thrips,en,citrus thrips,ScirtothripsCitri-PHT
690,SCITCI,Scirtothrips citri,Kakaothrips,de,kakaothrips,ScirtothripsCitri-PHT
691,SCITCI,Scirtothrips citri,Orangenblasenfuß,de,orangenblasenfuß,ScirtothripsCitri-PHT
693,SCITCI,Scirtothrips citri,thrips californien des agrumes,fr,thrips californien des agrumes,ScirtothripsCitri-PHT
694,SCITCI,Scirtothrips citri,thrips des agrumes,fr,thrips des agrumes,ScirtothripsCitri-PHT
695,SCITCI,Scirtothrips citri,thrips du cacaoyer,fr,thrips du cacaoyer,ScirtothripsCitri-PHT
696,SCITCI,Scirtothrips citri,trips del cacao,es,trips del cacao,ScirtothripsCitri-PHT
697,SCITCI,Scirtothrips citri,trips de los cítricos,es,trips de los cítricos,ScirtothripsCitri-PHT
699,SCITCI,Scirtothrips citri,tripide del cacao,it,tripide del cacao,ScirtothripsCitri-PHT
700,SCITDO,Scirtothrips dorsalis,Assam thrips,en,assam thrips,ScirtothripsDorsalis-PHT
701,SCITDO,Scirtothrips dorsalis,chilli thrips,en,chilli thrips,ScirtothripsDorsalis-PHT
702,SCITDO,Scirtothrips dorsalis,flower thrips,en,flower thrips,ScirtothripsDorsalis-PHT
703,SCITDO,Scirtothrips dorsalis,strawberry thrips,en,strawberry thrips,ScirtothripsDorsalis-PHT
704,SCITDO,Scirtothrips dorsalis,yellow tea thrips,en,yellow tea thrips,ScirtothripsDorsalis-PHT
705,SCITDO,Scirtothrips dorsalis,nordindischer Teeblasenfuß,de,nordindischer teeblasenfuß,ScirtothripsDorsalis-PHT
706,SCITDO,Scirtothrips dorsalis,thrips jaune du théier,fr,thrips jaune du théier,ScirtothripsDorsalis-PHT
708,SCITDO,Scirtothrips dorsalis,tya-no-kiiro-azamiuma,ja,tya-no-kiiro-azamiuma,ScirtothripsDorsalis-PHT
709,SCITDO,Scirtothrips dorsalis,チャノキイロアザミウマ,ja,チャノキイロアザミウマ,ScirtothripsDorsalis-PHT
710,PRODER,Spodoptera eridania,semitropical armyworm,en,semitropical armyworm,SpodopteraEridania-PHT
712,PRODER,Spodoptera eridania,southern armyworm,en,southern armyworm,SpodopteraEridania-PHT
713,PRODER,Spodoptera eridania,southern armyworm,en,southern armyworm,SpodopteraFrugiperda-PHT
714,PRODER,Spodoptera eridania,gusano cortador,es,gusano cortador,CopitarsiaTurbata-PHT
715,PRODER,Spodoptera eridania,gusano cortador,es,gusano cortador,SpodopteraEridania-PHT
716,PRODER,Spodoptera eridania,gusano negro,es,gusano negro,SpodopteraEridania-PHT
718,PRODER,Spodoptera eridania,gusano negro,es,gusano negro,SpodopteraLitura-PHT
720,PRODLI,Spodoptera litura,gusano negro,es,gusano negro,SpodopteraEridania-PHT
722,PRODLI,Spodoptera litura,gusano negro,es,gusano negro,SpodopteraLitura-PHT
724,PRODER,Spodoptera eridania,Южная совка,ru,южная совка,SpodopteraEridania-PHT
725,LAPHFR,Spodoptera frugiperda,corn leaf worm,en,corn leaf worm,SpodopteraFrugiperda-PHT
727,LAPHFR,Spodoptera frugiperda,fall armyworm,en,fall armyworm,SpodopteraFrugiperda-PHT
728,LAPHFR,Spodoptera frugiperda,grass worm,en,grass worm,SpodopteraFrugiperda-PHT
729,LAPHFR,Spodoptera frugiperda,southern grass worm,en,southern grass worm,SpodopteraFrugiperda-PHT
731,LAPHFR,Spodoptera frugiperda,Heerwurm,de,heerwurm,SpodopteraFrugiperda-PHT
732,LAPHFR,Spodoptera frugiperda,cogollero del maíz,es,cogollero del maíz,SpodopteraFrugiperda-PHT
733,LAPHFR,Spodoptera frugiperda,grillo cogollero,es,grillo cogollero,SpodopteraFrugiperda-PHT
734,LAPHFR,Spodoptera frugiperda,gusano cogollero del maíz,es,gusano cogollero del maíz,SpodopteraFrugiperda-PHT
735,LAPHFR,Spodoptera frugiperda,isoca militar tardia,es,isoca militar tardia,SpodopteraFrugiperda-PHT
736,LAPHFR,Spodoptera frugiperda,oruga negra,es,oruga negra,SpodopteraFrugiperda-PHT
737,LAPHFR,Spodoptera frugiperda,laphygma frugiperda,it,laphygma frugiperda,SpodopteraFrugiperda-PHT
738,LAPHFR,Spodoptera frugiperda,curuquere-dos-capinzais,pt,curuquere-dos-capinzais,SpodopteraFrugiperda-PHT
740,LAPHFR,Spodoptera frugiperda,curuquere-dos-milharais,pt,curuquere-dos-milharais,SpodopteraFrugiperda-PHT
742,LAPHFR,Spodoptera frugiperda,lagarta-do-cartucho-do-milho,pt,lagarta-do-cartucho-do-milho,SpodopteraFrugiperda-PHT
744,LAPHFR,Spodoptera frugiperda,lagarta-militar,pt,lagarta-militar,SpodopteraFrugiperda-PHT
746,LAPHFR,Spodoptera frugiperda,majsfly,sv,majsfly,SpodopteraFrugiperda-PHT
747,LAPHFR,Spodoptera frugiperda,Кукурузная лиственная совка,ru,кукурузная лиственная совка,SpodopteraFrugiperda-PHT
748,PRODLI,Spodoptera litura,cluster caterpillar,en,cluster caterpillar,SpodopteraLitura-PHT
749,PRODLI,Spodoptera litura,cotton leafworm,en,cotton leafworm,SpodopteraLitura-PHT
750,PRODLI,Spodoptera litura,cotton worm,en,cotton worm,SpodopteraLitura-PHT
751,PRODLI,Spodoptera litura,rice cutworm,en,rice cutworm,SpodopteraLitura-PHT
752,PRODLI,Spodoptera litura,tobacco caterpillar,en,tobacco caterpillar,SpodopteraLitura-PHT
753,PRODLI,Spodoptera litura,tobacco cutworm,en,tobacco cutworm,SpodopteraLittoralis-PHT
754,PRODLI,Spodoptera litura,tobacco cutworm,en,tobacco cutworm,SpodopteraLitura-PHT
755,PRODLI,Spodoptera litura,tobacco leaf caterpillar,en,tobacco leaf caterpillar,SpodopteraLitura-PHT
756,PRODLI,Spodoptera litura,asiatischer Baumwollwurm,de,asiatischer baumwollwurm,SpodopteraLitura-PHT
757,PRODLI,Spodoptera litura,Baumwollblattraupe,de,baumwollblattraupe,SpodopteraLitura-PHT
758,PRODLI,Spodoptera litura,chenille défoliante,fr,chenille défoliante,SpodopteraLitura-PHT
759,PRODLI,Spodoptera litura,noctuelle rayée,fr,noctuelle rayée,SpodopteraLitura-PHT
760,PRODLI,Spodoptera litura,ver du coton,fr,ver du coton,SpodopteraLittoralis-PHT
761,PRODLI,Spodoptera litura,ver du coton,fr,ver du coton,SpodopteraLitura-PHT
762,PRODLI,Spodoptera litura,ver du tabac,fr,ver du tabac,SpodopteraLitura-PHT
763,PRODLI,Spodoptera litura,rosquilla negra,es,rosquilla negra,SpodopteraLittoralis-PHT
764,PRODLI,Spodoptera litura,rosquilla negra,es,rosquilla negra,SpodopteraLitura-PHT
765,PRODLI,Spodoptera litura,larva bruna con macchie vellutate,it,larva bruna con macchie vellutate,SpodopteraLitura-PHT
766,PRODLI,Spodoptera litura,eiernestrups,nl,eiernestrups,SpodopteraLitura-PHT
767,PRODLI,Spodoptera litura,hasumon-yoto,ja,hasumon-yoto,SpodopteraLitura-PHT
768,PRODLI,Spodoptera litura,pamuk yaprak kurdu,tr,pamuk yaprak kurdu,SpodopteraLitura-PHT
769,PRODLI,Spodoptera litura,haprodenia,he,haprodenia,SpodopteraLitura-PHT
770,TECASO,Tecia solanivora,Central American potato tuber worm,en,central american potato tuber worm,TeciaSolanivora-PHT
771,TECASO,Tecia solanivora,Guatemalan potato moth,en,guatemalan potato moth,TeciaSolanivora-PHT
772,TECASO,Tecia solanivora,Guatemala-Kartoffelmotte,de,guatemala-kartoffelmotte,TeciaSolanivora-PHT
773,TECASO,Tecia solanivora,teigne guatémaltèque de la pomme de terre,fr,teigne guatémaltèque de la pomme de terre,TeciaSolanivora-PHT
774,TECASO,Tecia solanivora,palomilla de la papa,es,palomilla de la papa,TeciaSolanivora-PHT
775,TECASO,Tecia solanivora,polilla centroamericana,es,polilla centroamericana,TeciaSolanivora-PHT
776,TECASO,Tecia solanivora,polilla de Guatemala,es,polilla de guatemala,TeciaSolanivora-PHT
777,TECASO,Tecia solanivora,polilla gigante de la papa,es,polilla gigante de la papa,TeciaSolanivora-PHT
778,TECASO,Tecia solanivora,polilla guatemalteca de la papa,es,polilla guatemalteca de la papa,TeciaSolanivora-PHT
779,TECASO,Tecia solanivora,aardappelmot,nl,aardappelmot,TeciaSolanivora-PHT
780,TECASO,Tecia solanivora,polila-guatemalteca,pt,polila-guatemalteca,TeciaSolanivora-PHT
781,TECASO,Tecia solanivora,моль картофельная гватемальская,ru,моль картофельная гватемальская,TeciaSolanivora-PHT
782,ANSTFR,Anastrepha fraterculus,South American fruit fly,en,south american fruit fly,AnastrephaFraterculus-PHT
783,ANSTFR,Anastrepha fraterculus,South American fruit fly,en,south american fruit fly,Tephritidae-PHT
784,ANSTFR,Anastrepha fraterculus,südamerikanische Fruchtfliege,de,südamerikanische fruchtfliege,AnastrephaFraterculus-PHT
785,ANSTFR,Anastrepha fraterculus,mouche des fruits sud-américaine,fr,mouche des fruits sud-américaine,AnastrephaFraterculus-PHT
786,ANSTFR,Anastrepha fraterculus,mosca de la ciruela,es,mosca de la ciruela,AnastrephaFraterculus-PHT
787,ANSTFR,Anastrepha fraterculus,mosca del fruto,es,mosca del fruto,AnastrephaFraterculus-PHT
788,ANSTFR,Anastrepha fraterculus,mosca sudamericana de la fruta,es,mosca sudamericana de la fruta,AnastrephaFraterculus-PHT
789,ANSTFR,Anastrepha fraterculus,mosca-das-frutas-sul-americana,pt,mosca-das-frutas-sul-americana,Tephritidae-PHT
797,ANSTLU,Anastrepha ludens,Mexican fruit fly,en,mexican fruit fly,AnastrephaLudens-PHT
798,ANSTLU,Anastrepha ludens,Mexican fruit fly,en,mexican fruit fly,Tephritidae-PHT
799,ANSTLU,Anastrepha ludens,mexikanische Fruchtfliege,de,mexikanische fruchtfliege,AnastrephaLudens-PHT
800,ANSTLU,Anastrepha ludens,mouche mexicaine des fruits,fr,mouche mexicaine des fruits,AnastrephaLudens-PHT
801,ANSTLU,Anastrepha ludens,gusano de la fruta,es,gusano de la fruta,AnastrephaLudens-PHT
802,ANSTLU,Anastrepha ludens,gusano de la naranja,es,gusano de la naranja,AnastrephaLudens-PHT
803,ANSTLU,Anastrepha ludens,mosca mexicana de la fruta,es,mosca mexicana de la fruta,AnastrephaLudens-PHT
804,ANSTLU,Anastrepha ludens,anastrefa,it,anastrefa,AnastrephaLudens-PHT
805,ANSTLU,Anastrepha ludens,mosca de la fruta,it,mosca de la fruta,AnastrephaObliqua-PHT
808,ANSTLU,Anastrepha ludens,mosca de la fruta,it,mosca de la fruta,AnastrephaSuspensa-PHT
811,ANSTOB,Anastrepha obliqua,mosca de la fruta,es,mosca de la fruta,AnastrephaObliqua-PHT
814,ANSTOB,Anastrepha obliqua,mosca de la fruta,es,mosca de la fruta,AnastrephaSuspensa-PHT
817,ANSTSU,Anastrepha suspensa,mosca de la fruta,es,mosca de la fruta,AnastrephaObliqua-PHT
820,ANSTSU,Anastrepha suspensa,mosca de la fruta,es,mosca de la fruta,AnastrephaSuspensa-PHT
823,ANSTOB,Anastrepha obliqua,Antillean fruit fly,en,antillean fruit fly,AnastrephaObliqua-PHT
824,ANSTOB,Anastrepha obliqua,West Indian fruit fly,en,west indian fruit fly,AnastrephaObliqua-PHT
825,ANSTOB,Anastrepha obliqua,westindische Fruchtfliege,de,westindische fruchtfliege,AnastrephaObliqua-PHT
826,ANSTOB,Anastrepha obliqua,mouche antillaise des fruits,fr,mouche antillaise des fruits,AnastrephaObliqua-PHT
827,ANSTSU,Anastrepha suspensa,Caribbean fruit fly,en,caribbean fruit fly,AnastrephaSuspensa-PHT
828,ANSTSU,Anastrepha suspensa,greater Antillean fruit fly,en,greater antillean fruit fly,AnastrephaSuspensa-PHT
829,ANSTSU,Anastrepha suspensa,mouche des fruits caribéenne,fr,mouche des fruits caribéenne,AnastrephaSuspensa-PHT
830,DACUDO,Bactrocera dorsalis,oriental fruit fly,en,oriental fruit fly,BactroceraDorsalis-PHT
831,DACUDO,Bactrocera dorsalis,orientalische Fruchtfliege,de,orientalische fruchtfliege,BactroceraDorsalis-PHT
832,DACUDO,Bactrocera dorsalis,mouche des fruits asiatique,fr,mouche des fruits asiatique,BactroceraDorsalis-PHT
833,DACUDO,Bactrocera dorsalis,mosca oriental de la fruta,es,mosca oriental de la fruta,BactroceraDorsalis-PHT
834,DACUDO,Bactrocera dorsalis,mosca-oriental-das-frutas,pt,mosca-oriental-das-frutas,Tephritidae-PHT
838,DACUTR,Bactrocera tryoni,Queensland fruit fly,en,queensland fruit fly,BactroceraTryoni-PHT
839,DACUTR,Bactrocera tryoni,Queenslandfruchtfliege,de,queenslandfruchtfliege,BactroceraTryoni-PHT
840,DACUTR,Bactrocera tryoni,mouche des fruits de Queensland,fr,mouche des fruits de queensland,BactroceraTryoni-PHT
841,DACUTS,Bactrocera tsuneonis,Japanese orange fly,en,japanese orange fly,BactroceraTsuneonis-PHT
842,DACUTS,Bactrocera tsuneonis,Japanese orange fruit fly,en,japanese orange fruit fly,BactroceraTsuneonis-PHT
843,DACUTS,Bactrocera tsuneonis,japanische Citrusfruchtfliege,de,japanische citrusfruchtfliege,BactroceraTsuneonis-PHT
844,DACUTS,Bactrocera tsuneonis,japanische Mandarinfliege,de,japanische mandarinfliege,BactroceraTsuneonis-PHT
845,DACUTS,Bactrocera tsuneonis,mouche du citronnier,fr,mouche du citronnier,BactroceraTsuneonis-PHT
846,DACUTS,Bactrocera tsuneonis,mikanbae,ja,mikanbae,BactroceraTsuneonis-PHT
847,DACUTS,Bactrocera tsuneonis,ミカンバエ,ja,ミカンバエ,BactroceraTsuneonis-PHT
848,DACUZO,Bactrocera zonata,guava fruit fly,en,guava fruit fly,AnastrephaSuspensa-PHT
849,DACUZO,Bactrocera zonata,guava fruit fly,en,guava fruit fly,BactroceraZonata-PHT
850,DACUZO,Bactrocera zonata,peach fruit fly,en,peach fruit fly,BactroceraZonata-PHT
851,DACUCI,Dacus ciliatus,cucurbit fly,en,cucurbit fly,DacusCiliatus-PHT
852,DACUCI,Dacus ciliatus,Ethiopian fruit fly,en,ethiopian fruit fly,DacusCiliatus-PHT
853,DACUCI,Dacus ciliatus,lesser melon fly,en,lesser melon fly,DacusCiliatus-PHT
854,DACUCI,Dacus ciliatus,lesser pumpkin fly,en,lesser pumpkin fly,DacusCiliatus-PHT
855,DACUCI,Dacus ciliatus,mouche éthiopienne des cucurbitacées,fr,mouche éthiopienne des cucurbitacées,DacusCiliatus-PHT
856,EPOCCA,Euphranta canadensis,currant and gooseberry maggot,en,currant and gooseberry maggot,EuphrantaCanadensis-PHT
857,EPOCCA,Euphranta canadensis,currant fruit fly,en,currant fruit fly,EuphrantaCanadensis-PHT
