,synonym,ds_language,NCBI_TAXID,preferred_name,re,match_language,EFSA_PHT,EPPO_CODE
4878,Lepidoptera sp. BOLD:AAF6143,,ncbi:844003,Lepidoptera sp. BOLD:AAF6143,,,(),()
4879,Lepidoptera sp. BOLD:AAK9389,,ncbi:851116,Lepidoptera sp. BOLD:AAK9389,,,(),()
4880,Trichoptera sp. BOLD:AAF2521,,ncbi:855702,Trichoptera sp. BOLD:AAF2521,,,(),()
4881,"Aedes bancroftianus Edwards, 1921",,ncbi:856742,Ochlerotatus bancroftianus,,,(),()
4882,"Modiola californiensis Philippi, 1847",,ncbi:857297,Adula californiensis,,,(),()
4883,"Leopoldamys neilli (J. T. Marschall, Jr., 1976)",,ncbi:857467,Leopoldamys neilli,,,(),()
4884,Tuber sp. HMT35,,ncbi:859944,Tuber sp. HMT35,,,(),()
4885,K. litvinowii,,ncbi:860202,Koeleria litvinowii,,,(),()
4886,D . erythromelas,,ncbi:860926,Doryctes erythromelas,,,(),()
4887,Panicum turgidum Forssk.,,ncbi:861245,Panicum turgidum,,,(),()
4888,Norovirus Hu/GII/C2-171008/Singapore/2008,,ncbi:861596,Norovirus Hu/GII/C2-171008/Singapore/2008,,,(),()
4889,H . huttiense CCUG 20333,,ncbi:863372,Herbaspirillum huttiense,,,(),()
4890,H . souletinus,,ncbi:863632,Stigmatogaster souletina,,,(),()
4891,Rothia sp. 1ab21-1_x2,,ncbi:865716,Rothia sp. 1ab21-1_x2,,,(),()
4892,P cryoconiti KACC15090,,ncbi:866565,Polaromonas cryoconiti,,,(),()
4893,NBRC 107637,,ncbi:867904,Methanomethylovorans hollandica DSM 15978,,,(),()
4894,T.parva DSM 21527,,ncbi:869212,Turneriella parva DSM 21527,,,(),()
4895,Cicindela elisae,,ncbi:869529,Cylindera elisae,,,(),()
4896,"Phyllodesmium lembehense Burghardt, Schrodl & (Wagele)",,ncbi:869971,Phyllodesmium lembehense,,,(),()
4897,Pseudomonas sp. PsCLHMC1,,ncbi:870332,Pseudomonas sp. PsCLHMC1,,,(),()
4898,DSM 45382,,ncbi:870477,Nonomuraea rhizophila,,,(),()
4899,Microbacterium sp. HCUBPB1,,ncbi:870774,Microbacterium sp. HCUBPB1,,,(),()
4900,U . ussuriensis,,ncbi:871487,Unkanodella ussuriensis,,,(),()
4901,B . faecis JCM 17205,,ncbi:871665,Blautia faecis,,,(),()
4902,bacterium Ellin6525,,ncbi:871790,bacterium Ellin6525,,,(),()
4903,bacterium Ellin6556,,ncbi:871821,bacterium Ellin6556,,,(),()
4904,C . lactator,,ncbi:871896,Culex lactator,,,(),()
4905,Selliguea engleri (Luerss.) Fraser Jenk.,,ncbi:872483,Selliguea engleri,,,(),()
4906,Influenza A virus (A/California/AF2134/2009(H1N1)),,ncbi:872748,Influenza A virus (A/California/AF2134/2009(H1N1)),,,(),()
4907,Polystichum microchlamys var. azumiense Seriz.,,ncbi:872820,Polystichum microchlamys var. azumiense,,,(),()
4908,A . glanduligera,,ncbi:872879,Amauropelta glanduligera,,,(),()
4909,M.inyoensis,,ncbi:873011,Mentzelia inyoensis,,,(),()
4910,Basileuterus trifasciatus,,ncbi:873196,Basileuterus trifasciatus,,,(),()
4911,Influenza A virus (A/England/690/2009(H1N1)),,ncbi:873749,Influenza A virus (A/England/690/2009(H1N1)),,,(),()
4912,Diarsia sp. 1FD09,,ncbi:875890,Diarsia sp. 1FD09,,,(),()
4913,"Chironius monticola Roze, 1952",,ncbi:876613,Chironius monticola,,,(),()
4914,Muraena picta (Ahl),,ncbi:876633,Gymnothorax pictus,,,(),()
4915,A iriomotensis KCTC19783,,ncbi:878213,Actinomycetospora iriomotensis,,,(),()
4916,"Rhizophagus ferrugineus (Paykull, 1800)",,ncbi:878415,Rhizophagus ferrugineus,,,(),()
4917,S boops,,ncbi:878996,Stenus boops,,,(),()
4918,P asaccharolytica JCM 6326,,ncbi:879243,Porphyromonas asaccharolytica DSM 20707,,,(),()
4919,Cirripectes sp. CBM:ZF:16661,,ncbi:879475,Cirripectes polyzona,,,(),()
4920,Atrosalarias fuscus Rueppell,,ncbi:879706,Atrosalarias fuscus,,,(),()
4921,"Linuche aquila Mayer, 1910",,ncbi:880232,Linuche aquila,,,(),()
4922,R bacterium KMUT6,,ncbi:881272,Rhodobacteraceae bacterium KMUT6,,,(),()
4923,"Parthenicus brindleyi Knight, 1968",,ncbi:881700,Parthenicus brindleyi,,,(),()
4924,Microbacterium sp. 3_69p,,ncbi:881991,Microbacterium sp. 3_69p,,,(),()
4925,S . marina KCTC 19701,,ncbi:882083,Saccharomonospora marina XMU15,,,(),()
4926,Macalpinomyces spermophorus (Berk. & M.A. Curtis ex de Toni) Vanky,,ncbi:882789,Macalpinomyces spermophorus,,,(),()
4927,Dolosigranulum pigrum NCFB 2975,,ncbi:883103,Dolosigranulum pigrum ATCC 51524,,,(),()
4928,Calotropis sp. SH 2010,,ncbi:883492,Calotropis sp. SH-2010,,,(),()
4929,Z . jonesii,,ncbi:884330,Cordylus jonesii,,,(),()
4930,D.larreoides,,ncbi:884390,Dodonaea larreoides,,,(),()
4931,X aegyptiaca,,ncbi:886265,Balanites aegyptiaca,,,(),()
4932,Calumma cucullatum (Gray),,ncbi:886552,Calumma cucullatum,,,(),()
4933,A.aceti LMG1261,,ncbi:887700,Acetobacter aceti NBRC 14818,,,(),()
4934,"Ageneiogarra imberba imberba (Garman, 1912)",,ncbi:887871,Ageneiogarra imberba imberba,,,(),()
4935,D orale DSM-12838,,ncbi:888061,Desulfomicrobium orale DSM 12838,,,(),()
4936,O-66,,ncbi:888746,Streptococcus peroris ATCC 700780,,,(),()
4937,Staphylococcus sp. 27F07-MB2-2,,ncbi:889668,Staphylococcus sp. 27F07-MB2-2,,,(),()
4938,Acinetobacter baumannii phage AB1,,ncbi:889876,Acinetobacter phage AB1,,,(),()
4939,Odontomesa sp. 1 SRM-2010,,ncbi:891449,Odontomesa sp. 1 SRM-2010,,,(),()
4940,Lepidoptera sp. BOLD:AAC7196,,ncbi:895910,Lepidoptera sp. BOLD:AAC7196,,,(),()
4941,Lepidoptera sp. BOLD:AAJ0969,,ncbi:898974,Lepidoptera sp. BOLD:AAJ0969,,,(),()
4942,Lepidoptera sp. BOLD:AAK9796,,ncbi:899661,Lepidoptera sp. BOLD:AAK9796,,,(),()
4943,A subdentatus,,ncbi:903647,Atergatis subdentatus,,,(),()
4944,C. albifrons,,ncbi:904089,Conura albifrons,,,(),()
4945,S. epidermidis VCU 041,,ncbi:904320,Staphylococcus epidermidis VCU041,,,(),()
4946,S . locisalis DSM-18085,,ncbi:908940,Salisediminibacterium locisalis,,,(),()
4947,Pseudomonas sp. T12(2010),,ncbi:908958,Pseudomonas sp. T12(2010),,,(),()
4948,angler catfish,,ncbi:909840,Chaca bankanensis,,,(),()
4949,Rhizobium sp. 3C5 12,,ncbi:909937,Rhizobium sp. 3C5-12,,,(),()
4950,archaeon GC1,,ncbi:910113,archaeon GC1,,,(),()
4951,Fusarium cf. incarnatum H02-757S-4 PCNB,,ncbi:910374,Fusarium cf. incarnatum H02-757S-4 PCNB,,,(),()
4952,Alteromonas sp. 1Bf1S17,,ncbi:910645,Alteromonas sp. 1Bf1S17,,,(),()
4953,NRRL B 24919,,ncbi:910964,Ewingella americana ATCC 33852,,,(),()
4954,fungal sp. mh4260.3,,ncbi:912225,fungal sp. mh4260.3,,,(),()
4955,Fridericia christeri Rota & (Healy),,ncbi:913649,Fridericia christeri,,,(),()
4956,Hymenoptera sp. BOLD:AAM1704,,ncbi:918997,Hymenoptera sp. BOLD:AAM1704,,,(),()
4957,Lepidoptera sp. BOLD:AAG9443,,ncbi:920864,Lepidoptera sp. BOLD:AAG9443,,,(),()
4958,Lepidoptera sp. BOLD:AAM4319,,ncbi:921630,Lepidoptera sp. BOLD:AAM4319,,,(),()
4959,Lepidoptera sp. BOLD:AAM4657,,ncbi:921707,Lepidoptera sp. BOLD:AAM4657,,,(),()
4960,Lepidoptera sp. BOLD:AAM8346,,ncbi:922649,Lepidoptera sp. BOLD:AAM8346,,,(),()
4961,Lepidoptera sp. BOLD:AAM8657,,ncbi:922932,Lepidoptera sp. BOLD:AAM8657,,,(),()
4962,Lepidoptera sp. BOLD:AAM9061,,ncbi:923201,Lepidoptera sp. BOLD:AAM9061,,,(),()
4963,Perciformes sp. BOLD:AAM7826,,ncbi:924479,Perciformes sp. BOLD:AAM7826,,,(),()
4964,Poduromorpha sp. BOLD:AAM5260,,ncbi:924651,Poduromorpha sp. BOLD:AAM5260,,,(),()
4965,Asanoa sp. PS7 2,,ncbi:926357,Asanoa siamensis,,,(),()
4966,DSM-45793,,ncbi:926357,Asanoa siamensis,,,(),()
4967,Pinctada colymbus (Roding),,ncbi:926821,Pteria colymbus,,,(),()
4968,Physconelloides spenceri 1 JDW 2010,,ncbi:927600,Physconelloides spenceri 1 JDW-2010,,,(),()
4969,Pseudomonas sp. R 42020,,ncbi:928959,Pseudomonas sp. R-42020,,,(),()
4970,Pleosporales sp. CY189,,ncbi:929383,Pleosporales sp. CY189,,,(),()
4971,M . odoratus IAM-14199,,ncbi:929704,Myroides odoratus DSM 2801,,,(),()
4972,P.subphysodes,,ncbi:933964,Hypogymnia subphysodes,,,(),()
4973,Peptostreptococcaceae bacterium OBRC9,,ncbi:936557,Peptostreptococcaceae bacterium OBRC9,,,(),()
4974,Starksia sp. CB 2010,,ncbi:937509,Starksia sp. CB-2010,,,(),()
4975,C.devia,,ncbi:938184,Clytie devia,,,(),()
4976,A pacaensis DSM-26346,,ncbi:938294,Anaerococcus pacaensis 9403502,,,(),()
4977,Parexocoetus mento (Valenciennes),,ncbi:938396,Parexocoetus mento,,,(),()
4978,delta proteobacterium SCGC AAA003 P20,,ncbi:939575,delta proteobacterium SCGC AAA003-P20,,,(),()
4979,Parascelus,,ncbi:940435,Parascelus,,,(),()
4980,P . octoguttata,,ncbi:940521,Platypleura octoguttata,,,(),()
4981,M.hybrids,,ncbi:941060,Mauremys hybrids,,,(),()
4982,H nevadae,,ncbi:942309,Hydriomena nevadae,,,(),()
4983,Stryphnus ponderosus (Bowerbank),,ncbi:942657,Stryphnus ponderosus,,,(),()
4984,S.gracilis,,ncbi:943078,Symmetrovesicula gracilis,,,(),()
4985,C . velutinosa,,ncbi:943268,Coniochaeta velutinosa,,,(),()
4986,K. lichiangensis,,ncbi:943435,Koenigia lichiangensis,,,(),()
4987,A. platyphylla,,ncbi:943684,Aliella platyphylla,,,(),()
4988,L.aquatica,,ncbi:944493,Lolia aquatica,,,(),()
4989,Rhizobium sp. R-39528,,ncbi:944809,Rhizobium sp. R-39528,,,(),()
4990,S . nidulans LEGE-07171,,ncbi:945779,Synechococcus nidulans LEGE 07171,,,(),()
4991,Rhizophagus cf. irregularis MUCL 46240,,ncbi:946011,Rhizophagus cf. irregularis MUCL 46240,,,(),()
4992,M.maxima,,ncbi:946646,Muhlenbergia maxima,,,(),()
4993,Bacillus sp. R-45942,,ncbi:946759,Bacillus sp. R-45942,,,(),()
4994,Eohypsibius nadjae (Kristensen),,ncbi:947176,Eohypsibius nadjae,,,(),()
4995,Oidiphori,,ncbi:948064,Oidiphorus,,,(),()
4996,R.reticulata,,ncbi:948446,Riekoperla reticulata,,,(),()
4997,S.auriculata,,ncbi:948713,Senna auriculata,,,(),()
4998,UAZ-17397,,ncbi:948755,Xantusia sherbrookei,,,(),()
4999,Streptomyces venezuelae NRRL B-2277,,ncbi:953739,Streptomyces venezuelae ATCC 10712,,,(),()
5000,Lepidoptera sp. BOLD:AAD7985,,ncbi:960683,Lepidoptera sp. BOLD:AAD7985,,,(),()
5001,Lepidoptera sp. BOLD:AAO2180,,ncbi:965581,Lepidoptera sp. BOLD:AAO2180,,,(),()
5002,Lepidoptera sp. BOLD:AAO2592,,ncbi:965816,Lepidoptera sp. BOLD:AAO2592,,,(),()
5003,Ceramiales sp. BOLD:AAO7220,,ncbi:974156,Ceramiales sp. BOLD:AAO7220,,,(),()
5004,Perciformes sp. BOLD:AAE9355,,ncbi:976024,Perciformes sp. BOLD:AAE9355,,,(),()
5005,Pulmonata sp. BOLD:AAO2276,,ncbi:976391,Pulmonata sp. BOLD:AAO2276,,,(),()
5006,Ilex sp. A110048,,ncbi:979541,Ilex sp. A110048,,,(),()
5007,C canistri,,ncbi:979814,Tulosesus canistri,,,(),()
5008,C argenteus,,ncbi:979846,Coprinopsis argentea,,,(),()
5009,E . borneense,,ncbi:980597,Gastrophrynoides borneensis,,,(),()
5010,Pachycnema calviniana,,ncbi:980914,Pachycnema calviniana,,,(),()
5011,Influenza A virus (A/swine/Missouri/00776/2005(H1N1)),,ncbi:982795,Influenza A virus (A/swine/Missouri/00776/2005(H1N1)),,,(),()
5012,L . compacta,,ncbi:983216,Liatris compacta,,,(),()
5013,LMP-1 Expression Vector,,ncbi:984255,Expression vector LMP-1,,,(),()
5014,Prokelisia salina,,ncbi:984368,Prokelisia salina,,,(),()
5015,Erica axilliflora Bartl.,,ncbi:985302,Erica axilliflora,,,(),()
5016,E hispiduloides,,ncbi:985435,Erica hispiduloides,,,(),()
5017,C peronii,,ncbi:985689,Charadrius peronii,,,(),()
5018,Heterospilus sp. BOLD:AAP0839,,ncbi:986624,Heterospilus sp. BOLD:AAP0839,,,(),()
5019,A.vestigialis,,ncbi:987416,Agrotis vestigialis,,,(),()
5020,A.oxyacanthae,,ncbi:988056,Allophyes oxyacanthae,,,(),()
5021,Loriellopsis Lamprinou et al. 2011,,ncbi:988945,Loriellopsis,,,(),()
5022,Bazzania pearsonii,,ncbi:989912,Bazzania pearsonii,,,(),()
5023,P. microphyllum,,ncbi:989917,Paracromastigum microphyllum,,,(),()
5024,M . soehngenii OCM-69,,ncbi:990316,Methanothrix soehngenii GP6,,,(),()
5025,P.ruber CIP110258,,ncbi:990371,Daejeonella rubra,,,(),()
5026,Beania mirabilis,,ncbi:991031,Beania mirabilis,,,(),()
5027,F. nitratireducens JCM-17678,,ncbi:992289,Flavobacterium nitratireducens,,,(),()
5028,"Hydrochus nooreinus Berge Henegouwen & Sainz-Cantero, 1992",,ncbi:992385,Hydrochus nooreinus,,,(),()
5029,Cussonia natalensis,,ncbi:992678,Cussonia natalensis,,,(),()
5030,FMNH-108705,,ncbi:993011,Ctenosaura macrolopha,,,(),()
5031,Diastema sp. tigrisDHJ02,,ncbi:993699,Diastema sp. tigrisDHJ02,,,(),()
5032,Bassia villosissima,,ncbi:996509,Bassia villosissima,,,(),()
5033,Kocuria sp. W8B 84,,ncbi:997423,Kocuria sp. W8B-84,,,(),()
5034,P. inhibens T 5,,ncbi:999548,Phaeobacter inhibens DSM 16374,,,(),()
5035,Otitesella uluzi complex sp. 1 ex Ficus fischeri,,ncbi:1000970,Otitesella uluzi complex sp. 1 ex Ficus fischeri,,,(),()
5036,E . nana,,ncbi:1001101,Espostoa nana,,,(),()
5037,H. decumbens,,ncbi:1001103,Haageocereus decumbens,,,(),()
5038,Lepidoptera sp. 019 PS 2011,,ncbi:1001405,Lepidoptera sp. 019 PS-2011,,,(),()
5039,LMG25778,,ncbi:1003092,Methylobacterium trifolii,,,(),()
5040,Labrus bilunulatus,,ncbi:1003692,Bodianus bilunulatus,,,(),()
5041,Diagramma chubbi Regan,,ncbi:1003780,Plectorhinchus chubbi,,,(),()
5042,H.edwardsii,,ncbi:1003957,Haploblepharus edwardsii,,,(),()
5043,Eudamus aurunce Hewitson,,ncbi:1005062,Aguna aurunce,,,(),()
5044,L.gracilis,,ncbi:1005907,Leptomysis gracilis,,,(),()
5045,P cultellatum,,ncbi:1005981,Polypedilum cultellatum,,,(),()
5046,Influenza A virus (A/Milan/231/2011(H1N1)),,ncbi:1006307,Influenza A virus (A/Milan/231/2011(H1N1)),,,(),()
5047,Recombinant Hepatitis C virus HK6a/5'UTR NS2/JFH1,,ncbi:1006438,"Recombinant Hepatitis C virus HK6a(5'UTR-NS2)/JFH1_F350S,N417T",,,(),()
5048,"Pomatorhinus schisticeps mearsi Ogilvie Grant, 1905",,ncbi:1006747,Pomatorhinus schisticeps mearsi,,,(),()
5049,KEMB:9004 082,,ncbi:1007095,Pigmentiphaga soli,,,(),()
5050,E . trappei,,ncbi:1007486,Terfezia fanfani,,,(),()
5051,S. starnbergensis,,ncbi:1007516,Rhizorhabdus starnbergensis,,,(),()
5052,L . ginsenosidimutans,,ncbi:1007676,Companilactobacillus ginsenosidimutans,,,(),()
5053,Enterobacter sp. A11E,,ncbi:1008426,Enterobacter sp. A11E,,,(),()
5054,Cylindroiulus algerinus Brolemann,,ncbi:1008811,Cylindroiulus algerinus,,,(),()
5055,Ficus pandurata,,ncbi:1009471,Ficus pandurata,,,(),()
5056,Sclerophyton murex,,ncbi:1010702,Fulvophyton murex,,,(),()
5057,M.tuberculosis BT 2,,ncbi:1010835,Mycobacterium tuberculosis BT2,,,(),()
5058,bacterium enrichment culture clone ALO1_GLFRUDD03F8LUE,,ncbi:1011575,bacterium enrichment culture clone ALO1_GLFRUDD03F8LUE,,,(),()
5059,bacterium enrichment culture clone ALO1_GLFRUDD03FK05G,,ncbi:1011744,bacterium enrichment culture clone ALO1_GLFRUDD03FK05G,,,(),()
5060,bacterium enrichment culture clone ALO1_GLFRUDD03GOV49,,ncbi:1014991,bacterium enrichment culture clone ALO1_GLFRUDD03GOV49,,,(),()
5061,Fictibacillus enclensis NCIM 5458,,ncbi:1017270,Fictibacillus enclensis,,,(),()
5062,Diptera sp. BOLD:AAP5345,,ncbi:1020557,Diptera sp. BOLD:AAP5345,,,(),()
5063,G.speciosa,,ncbi:1027137,Galphimia speciosa,,,(),()
5064,B bicolor,,ncbi:1027855,Gymnobarbula bicolor,,,(),()
5065,H . changi,,ncbi:1028081,Heteroderes changi,,,(),()
5066,Lascoria sp. biolep03,,ncbi:1028537,Lascoria sp. biolep03,,,(),()
5067,S acidocaldarius IFO 15159,,ncbi:1028566,Sulfolobus acidocaldarius N8,,,(),()
5068,Zeuzerodes caenosa Dognin,,ncbi:1028629,Zeuzerodes caenosa,,,(),()
5069,Iaspis andersoni,,ncbi:1030328,Iaspis andersoni,,,(),()
5070,B pitanga,,ncbi:1030604,Brachycephalus pitanga,,,(),()
5071,A. bacterium UCL-016,,ncbi:1030740,Acidobacteria bacterium UCL-016,,,(),()
5072,Xiphosomella Janzen02,,ncbi:1031188,Xiphosomella sp. Janzen02,,,(),()
5073,H. glutinosum M 21,,ncbi:1031253,Blennothrix glutinosa M21,,,(),()
5074,C.mucosalis CCUG21559,,ncbi:1032067,Campylobacter mucosalis CCUG 21559,,,(),()
5075,N.shayeganii CIP-109933,,ncbi:1032488,Neisseria shayeganii 871,,,(),()
5076,Lachnea nicaeensis,,ncbi:1032675,Geopora nicaeensis,,,(),()
5077,Penicillium sp. FFRo6,,ncbi:1032753,Penicillium sp. FFRo6,,,(),()
5078,marine sediment bacterium BB0608_2216_3.1_2G0,,ncbi:1033360,marine sediment bacterium BB0608_2216_3.1_2G0,,,(),()
5079,Psilachnum chrysostigmum,,ncbi:1033655,Pezizella chrysostigma,,,(),()
5080,G albopunctata,,ncbi:1033707,Chiasmocleis albopunctata,,,(),()
5081,A.timonensis JC-136,,ncbi:1033731,Alistipes timonensis JC136,,,(),()
5082,A. anceps,,ncbi:1034373,Amphiroa anceps,,,(),()
5083,Opsomala bivittata,,ncbi:1034430,Mermiria bivittata,,,(),()
5084,C.vellingae,,ncbi:1035642,Cortinarius vellingae,,,(),()
5085,T.pteritum,,ncbi:1035837,Leptopetalum pteritum,,,(),()
5086,Ochrobactrum sp. PG-3-8,,ncbi:1036153,Ochrobactrum sp. PG-3-8,,,(),()
5087,B . robiniae DSM26672,,ncbi:1036780,Bosea robiniae,,,(),()
5088,Iris atropurpurea,,ncbi:1037020,Iris atropurpurea,,,(),()
5089,C obsoletum,,ncbi:1037393,Ceramium obsoletum,,,(),()
5090,"Aphonopelma moderatum (Chamberlin & Ivie, 1939)",,ncbi:1037898,Aphonopelma moderatum,,,(),()
5091,L.rufopantex,,ncbi:1040200,Lasioglossum rufopantex,,,(),()
5092,Lasioglossum tamburinei,,ncbi:1040411,Lasioglossum tamburinei,,,(),()
5093,O . pittieri,,ncbi:1041254,Opuntia pittieri,,,(),()
5094,Pygeretmus (Alactagulus) pumilio,,ncbi:1041408,Pygeretmus pumilio,,,(),()
5095,C. latifolia,,ncbi:1041426,Collinsia latifolia,,,(),()
5096,Influenza A virus (A/duck/Bantul/BBVW 387-23310/2007(H5N1)),,ncbi:1042702,Influenza A virus (A/duck/Bantul/BBVW-387-23310/2007(H5N1)),,,(),()
5097,Orthocladius excavatus (Brundin),,ncbi:1042856,Orthocladius excavatus,,,(),()
5098,Streptomyces zagrosensis HM 1154,,ncbi:1042984,Streptomyces zagrosensis,,,(),()
5099,I.chinensis,,ncbi:1043419,Ilex chinensis,,,(),()
5100,Mussaenda divaricata,,ncbi:1043494,Mussaenda divaricata,,,(),()
5101,Pterygoplichthys sp. disjunctivus BOLD:AAD0753,,ncbi:1046079,Pterygoplichthys cf. disjunctivus BOLD:AAD0753,,,(),()
5102,Cloacimonetes bacterium SCGC AAA255-L20,,ncbi:1046978,Cloacimonetes bacterium SCGC AAA255-L20,,,(),()
5103,O . pusio,,ncbi:1048606,Talochlamys pusio,,,(),()
5104,Enterobacter sp. A715,,ncbi:1048698,Enterobacter sp. A715,,,(),()
5105,Pinna chinensis Deshayes,,ncbi:1048738,Atrina chinensis,,,(),()
5106,U.natans TAC-611,,ncbi:1048936,Umezakia natans TAC611,,,(),()
5107,I.lugubris,,ncbi:1049003,Hypogymnia lugubris,,,(),()
5108,O.vestitus,,ncbi:1050054,Orectogyrus vestitus,,,(),()
5109,DSM-22056,,ncbi:1050153,Ornithinimicrobium murale,,,(),()
5110,P inayatii,,ncbi:1050596,Primula inayatii,,,(),()
5111,Influenza A virus (A/Taiwan/1017/2009(H1N1)),,ncbi:1050933,Influenza A virus (A/Taiwan/1017/2009(H1N1)),,,(),()
5112,Primula elatior subsp. intricata (Gren. & Godr.) (Widmer),,ncbi:1050975,Primula elatior subsp. intricata,,,(),()
5113,P.machoruka,,ncbi:1051443,Phortica machoruka,,,(),()
5114,Aeromonas sp. 47(2011),,ncbi:1051540,Aeromonas sp. 47(2011),,,(),()
5115,Patellina (Williamson),,ncbi:1051643,Patellina,,,(),()
5116,candidate division YNPFFA archaeon SCGC AAA471-L14,,ncbi:1052805,Crenarchaeota archaeon SCGC AAA471-L14,,,(),()
5117,S glossula,,ncbi:1053664,Stelis glossula,,,(),()
5118,L.yonginensis KACC-16236,,ncbi:1054041,Levilactobacillus yonginensis,,,(),()
5119,S.pseudopneumoniae IS 7493,,ncbi:1054460,Streptococcus pseudopneumoniae IS7493,,,(),()
5120,Octomacrum spinum Dansby & (Shoemaker),,ncbi:1054648,Octomacrum spinum,,,(),()
5121,S.bottropensis ATCC25435,,ncbi:1054862,Streptomyces bottropensis ATCC 25435,,,(),()
5122,"Sergentomyia standfasti Lewis & Dyce, 1989",,ncbi:1055117,Sergentomyia standfasti,,,(),()
5123,P diecki,,ncbi:1055218,Phloeocharis diecki,,,(),()
5124,H seticauda,,ncbi:1056269,Habenaria seticauda,,,(),()
5125,Hymenoptera sp. BOLD:AAV7484,,ncbi:1059287,Hymenoptera sp. BOLD:AAV7484,,,(),()
5126,Lepidoptera sp. BOLD:AAV2934,,ncbi:1059852,Lepidoptera sp. BOLD:AAV2934,,,(),()
5127,Lepidoptera sp. BOLD:AAU1206,,ncbi:1060749,Lepidoptera sp. BOLD:AAU1206,,,(),()
5128,Lepidoptera sp. BOLD:AAC1314,,ncbi:1061156,Lepidoptera sp. BOLD:AAC1314,,,(),()
5129,Lepidoptera sp. BOLD:AAV3322,,ncbi:1061704,Lepidoptera sp. BOLD:AAV3322,,,(),()
5130,Neocystis brevis,,ncbi:1065496,Neocystis brevis,,,(),()
5131,B plurispinosa,,ncbi:1072023,Beania plurispinosa,,,(),()
5132,M.agonistes,,ncbi:1072029,Microporella agonistes,,,(),()
5133,Bacillaceae bacterium 16B 1,,ncbi:1072110,Bacillaceae bacterium 16B-1,,,(),()
5134,R . triandra,,ncbi:1072234,Chenopodium triandrum,,,(),()
5135,T . grabatus,,ncbi:1072485,Taeniura grabata,,,(),()
5136,Lepidoptera sp. BOLD:AAW7342,,ncbi:1072721,Lepidoptera sp. BOLD:AAW7342,,,(),()
5137,S . sobrinus TCI 345,,ncbi:1074071,Streptococcus sobrinus TCI-345,,,(),()
5138,S mutans TCI 204,,ncbi:1074155,Streptococcus mutans TCI-204,,,(),()
5139,P.sibirica,,ncbi:1075300,Allantoparmelia sibirica,,,(),()
5140,Synanceia sp. BOLD:AAK1043,,ncbi:1076691,Synanceia sp. BOLD:AAK1043,,,(),()
5141,Buccinum felinum (Dillwyn),,ncbi:1076718,Oxymeris felina,,,(),()
5142,N italicus,,ncbi:1077147,Narcissus tazetta subsp. italicus,,,(),()
5143,"Neoxysomatium brevicaudatum Zeder, 1800",,ncbi:1078951,Neoxysomatium brevicaudatum,,,(),()
5144,Caulerpa scalpelliformis f. dwarkensis,,ncbi:1079066,Caulerpa scalpelliformis f. dwarkensis,,,(),()
5145,Racomitrium angustifolium,,ncbi:1079082,Bucklandiella angustifolia,,,(),()
5146,bacterium EA10 S-16,,ncbi:1079607,bacterium EA10-S-16,,,(),()
5147,A. pacificus,,ncbi:1080223,Malaciobacter pacificus,,,(),()
5148,Carex reuteriana Boiss.,,ncbi:1081490,Carex reuteriana,,,(),()
5149,Chloromyxum kuhlii Gleeson & (Adlard),,ncbi:1082334,Chloromyxum kuhlii,,,(),()
5150,Rhodococcus sp. PDD-35b-2,,ncbi:1084210,Rhodococcus sp. PDD-35b-2,,,(),()
5151,Absidia sp. LF-W7,,ncbi:1084245,Absidia sp. LF-W7,,,(),()
5152,N . viscosa JCM-17925,,ncbi:1084524,Nibrella viscosa,,,(),()
5153,Bacillus cereus str. BAG3O 1,,ncbi:1085388,Bacillus cereus BAG3O-1,,,(),()
5154,Virgibacillus sp. WJ3-2,,ncbi:1085605,Virgibacillus sp. WJ3-2,,,(),()
5155,Eschweilera hondurensis Standl.,,ncbi:1085708,Eschweilera hondurensis,,,(),()
5156,Ambulyx donysa,,ncbi:1086115,Adhemarius donysa,,,(),()
5157,Polyptychus neavi (Hampson),,ncbi:1086122,Afroclanis neavi,,,(),()
5158,A . davidi,,ncbi:1086128,Akbesia davidi,,,(),()
5159,Influenza A virus (A/Bilthoven/808/1969(H3N2)),,ncbi:1086871,Influenza A virus (A/Bilthoven/808/1969(H3N2)),,,(),()
5160,"Manduca wellingi Brou, 1984",,ncbi:1087593,Manduca wellingi,,,(),()
5161,Pritchardia aylmer robinsonii,,ncbi:1090002,Pritchardia aylmer-robinsonii,,,(),()
5162,O.agardhii FACHB920,,ncbi:1090632,Planktothrix agardhii FACHB-920,,,(),()
5163,R.tolimense,,ncbi:1091405,Andinobates tolimensis,,,(),()
5164,G gracilis,,ncbi:1091532,Gaultheria gracilis,,,(),()
5165,Gaultheria vaccinioides Griseb. ex Wedd.,,ncbi:1091543,Gaultheria vaccinioides,,,(),()
5166,Influenza A virus (A/mallard/Alberta/270/2008(H4N6)),,ncbi:1093519,Influenza A virus (A/mallard/Alberta/270/2008(H4N6)),,,(),()
5167,Xylariales sp. HP-2011b,,ncbi:1093900,Thyridium curvatum,,,(),()
5168,U.albiventris,,ncbi:1094396,Cinclodes albiventris,,,(),()
5169,Vibrio cholerae O1 str. EM-1626,,ncbi:1095648,Vibrio cholerae O1 str. EM-1626,,,(),()
5170,P.bettyae ATCC 23273,,ncbi:1095749,Pasteurella bettyae CCUG 2042,,,(),()
5171,NBRC-105224,,ncbi:1095805,Thiofractor thiocaminus,,,(),()
